user_code,rt_movie,wish_movie
RE952B1pg5Q72,"[{'movie_code': 'mNdKBkO', 'movie_title': '쇼생크 탈출', 'movie_rating': 5.0}, {'movie_code': 'mV539wO', 'movie_title': '인생은 아름다워', 'movie_rating': 4.0}, {'movie_code': 'mW4L2XW', 'movie_title': '인셉션', 'movie_rating': 4.5}, {'movie_code': 'mJOVXR5', 'movie_title': '다크 나이트', 'movie_rating': 4.5}, {'movie_code': 'mJ5x8x5', 'movie_title': '타이타닉', 'movie_rating': 4.5}, {'movie_code': 'mO2x9k5', 'movie_title': '어바웃 타임', 'movie_rating': 4.0}, {'movie_code': 'mY5QvGW', 'movie_title': '포레스트 검프', 'movie_rating': 4.0}, {'movie_code': 'my5YGwO', 'movie_title': '센과 치히로의 행방불명', 'movie_rating': 4.5}, {'movie_code': 'mjO0zL5', 'movie_title': '대부', 'movie_rating': 5.0}, {'movie_code': 'm15GKp5', 'movie_title': '레옹', 'movie_rating': 5.0}]","[{'code': 'moW4XlW', 'title': '쉰들러 리스트', 'year': 1993, 'genres': ['드라마', '역사', '전쟁'], 'ratings_avg': 4.2}, {'code': 'm85X9LW', 'title': '이터널 선샤인', 'year': 2004, 'genres': ['드라마', '로맨스', 'SF'], 'ratings_avg': 4.1}, {'code': 'mO2MoxW', 'title': '선라이즈', 'year': 1927, 'genres': ['로맨스'], 'ratings_avg': 4.1}, {'code': 'mWp0RaW', 'title': '고슴도치의 우아함', 'year': 2009, 'genres': ['드라마', '코미디'], 'ratings_avg': 4.0}, {'code': 'm2dj3a5', 'title': '타인의 삶', 'year': 2006, 'genres': ['스릴러', '드라마'], 'ratings_avg': 4.0}, {'code': 'moW4PXW', 'title': '레퀴엠', 'year': 2000, 'genres': ['드라마'], 'ratings_avg': 4.0}, {'code': 'mJOVGBd', 'title': '셜록 2세', 'year': 1924, 'genres': ['코미디', '가족'], 'ratings_avg': 4.1}, {'code': 'mOo01Ld', 'title': '양들의 침묵', 'year': 1991, 'genres': ['드라마', '범죄', '공포', '스릴러'], 'ratings_avg': 4.0}, {'code': 'mDWvped', 'title': '뻐꾸기 둥지 위로 날아간 새', 'year': 1975, 'genres': ['범죄', '드라마'], 'ratings_avg': 4.1}, {'code': 'm45nPDO', 'title': '이프 온리', 'year': 2004, 'genres': ['코미디', '드라마', '판타지', '로맨스'], 'ratings_avg': 4.0}]"
YaR5Y0Z89vgX1,"[{'movie_code': 'm5QA6GD', 'movie_title': '테넷', 'movie_rating': 5.0}, {'movie_code': 'm5Q9Zg8', 'movie_title': '조커', 'movie_rating': 5.0}, {'movie_code': 'm5x1lMq', 'movie_title': '미안해요, 리키', 'movie_rating': 4.5}, {'movie_code': 'md6B3Ad', 'movie_title': '대부 일대기', 'movie_rating': 5.0}, {'movie_code': 'mNdKBkO', 'movie_title': '쇼생크 탈출', 'movie_rating': 5.0}, {'movie_code': 'mV539wO', 'movie_title': '인생은 아름다워', 'movie_rating': 5.0}, {'movie_code': 'mW4L2XW', 'movie_title': '인셉션', 'movie_rating': 5.0}, {'movie_code': 'mJOVXR5', 'movie_title': '다크 나이트', 'movie_rating': 5.0}, {'movie_code': 'mdja2ZN', 'movie_title': '아이리시맨', 'movie_rating': 5.0}, {'movie_code': 'm5DGP37', 'movie_title': '가버나움', 'movie_rating': 4.5}]","[{'code': 'md6ezyO', 'title': '레츠 스펜드 더 나이트 투게더', 'year': 1982, 'genres': ['다큐멘터리'], 'ratings_avg': 4.2}, {'code': 'm5aV7Rl', 'title': '더 롤링 스톤즈', 'year': 2012, 'genres': ['다큐멘터리'], 'ratings_avg': 4.7}, {'code': 'm5Y6ajR', 'title': '코스모스', 'year': 1980, 'genres': ['다큐멘터리'], 'ratings_avg': 4.4}, {'code': 'mWz3ok9', 'title': '카페 벨에포크', 'year': 2019, 'genres': ['코미디', '로맨스', '드라마'], 'ratings_avg': 3.6}, {'code': 'm5r3GPJ', 'title': '사마에게', 'year': 2019, 'genres': ['다큐멘터리', '전쟁'], 'ratings_avg': 4.2}, {'code': 'm5QnwkW', 'title': '위 윌 락 유 - 퀸 라이브 인 콘서트', 'year': 1982, 'genres': ['다큐멘터리'], 'ratings_avg': 4.3}, {'code': 'md77qvd', 'title': '롤링 스톤즈의 프랑스 은둔기', 'year': 2010, 'genres': ['다큐멘터리'], 'ratings_avg': 4.3}, {'code': 'm5NDp8O', 'title': '레이디스 앤 젠틀맨: 더 롤링 스톤즈', 'year': 1973, 'genres': ['다큐멘터리'], 'ratings_avg': 4.3}, {'code': 'mO1Vobx', 'title': '뷰티풀 투모로우', 'year': 2017, 'genres': ['드라마'], 'ratings_avg': 4.2}, {'code': 'mWyaxex', 'title': '타오르는 여인의 초상', 'year': 2019, 'genres': ['드라마', '로맨스'], 'ratings_avg': 4.2}]"
2mwvg1VaJxMa7,"[{'movie_code': 'm5Q9Zg8', 'movie_title': '조커', 'movie_rating': 3.0}, {'movie_code': 'mOAZ66E', 'movie_title': '엑소티카, 에로티카, 엑세트라', 'movie_rating': 4.5}, {'movie_code': 'm5Q2Lby', 'movie_title': '말의 힘', 'movie_rating': 4.0}, {'movie_code': 'md7pDM5', 'movie_title': '우연히 나는 아름다움의 섬광을 보았다', 'movie_rating': 4.0}, {'movie_code': 'mWwrQ75', 'movie_title': '작은 것들', 'movie_rating': 4.5}, {'movie_code': 'mdEErpd', 'movie_title': '여섯시 뉴스', 'movie_rating': 4.5}, {'movie_code': 'mV539wO', 'movie_title': '인생은 아름다워', 'movie_rating': 3.0}, {'movie_code': 'mW4L2XW', 'movie_title': '인셉션', 'movie_rating': 4.0}, {'movie_code': 'mJOVXR5', 'movie_title': '다크 나이트', 'movie_rating': 3.5}, {'movie_code': 'm5xJZll', 'movie_title': '토킹 헤즈', 'movie_rating': 4.5}]","[{'code': 'mO2Moaa', 'title': '마블 애스', 'year': 1995, 'genres': ['전쟁', '드라마', '코미디'], 'ratings_avg': 0.0}, {'code': 'mdMJqal', 'title': 'Björk: Biophilia Live', 'year': 2014, 'genres': ['음악', '다큐멘터리'], 'ratings_avg': 5.0}, {'code': 'mdEPmAO', 'title': '크리스토 인 파리스', 'year': 1990, 'genres': ['다큐멘터리'], 'ratings_avg': 4.8}, {'code': 'mO817xd', 'title': '루이스 부르주아', 'year': 2008, 'genres': ['다큐멘터리'], 'ratings_avg': 4.5}, {'code': 'm5mN3jW', 'title': '미 1번 국도', 'year': 1989, 'genres': ['다큐멘터리'], 'ratings_avg': 4.8}, {'code': 'm5Y6ajR', 'title': '코스모스', 'year': 1980, 'genres': ['다큐멘터리'], 'ratings_avg': 4.4}, {'code': 'mdja2ZN', 'title': '아이리시맨', 'year': 2019, 'genres': ['범죄', '드라마'], 'ratings_avg': 3.9}, {'code': 'm5DGP37', 'title': '가버나움', 'year': 2018, 'genres': ['드라마'], 'ratings_avg': 4.3}, {'code': 'md6ZkZd', 'title': '코뮌', 'year': 2000, 'genres': ['다큐멘터리'], 'ratings_avg': 4.3}, {'code': 'm5m14NB', 'title': '프롬 왓 이즈 비포', 'year': 2014, 'genres': ['드라마'], 'ratings_avg': 4.3}]"
6ADvGADAYxzZl,"[{'movie_code': 'm5Q9Zg8', 'movie_title': '조커', 'movie_rating': 4.0}, {'movie_code': 'mNdKBkO', 'movie_title': '쇼생크 탈출', 'movie_rating': 4.0}, {'movie_code': 'mV539wO', 'movie_title': '인생은 아름다워', 'movie_rating': 5.0}, {'movie_code': 'mW4L2XW', 'movie_title': '인셉션', 'movie_rating': 5.0}, {'movie_code': 'mJOVXR5', 'movie_title': '다크 나이트', 'movie_rating': 4.0}, {'movie_code': 'mJ5x8x5', 'movie_title': '타이타닉', 'movie_rating': 4.5}, {'movie_code': 'mdRL4eL', 'movie_title': '기생충', 'movie_rating': 4.5}, {'movie_code': 'mO2x9k5', 'movie_title': '어바웃 타임', 'movie_rating': 4.0}, {'movie_code': 'mY5QvGW', 'movie_title': '포레스트 검프', 'movie_rating': 3.5}, {'movie_code': 'my5YGwO', 'movie_title': '센과 치히로의 행방불명', 'movie_rating': 5.0}]","[{'code': 'm1WwY4d', 'title': '시네마 천국', 'year': 1988, 'genres': ['드라마'], 'ratings_avg': 4.3}, {'code': 'm15GKp5', 'title': '레옹', 'year': 1994, 'genres': ['액션', '범죄', '드라마', '스릴러'], 'ratings_avg': 4.2}, {'code': 'm5XMBqD', 'title': 'O.J.: 메이드 인 아메리카', 'year': 2016, 'genres': ['다큐멘터리'], 'ratings_avg': 4.2}, {'code': 'moW4XlW', 'title': '쉰들러 리스트', 'year': 1993, 'genres': ['드라마', '역사', '전쟁'], 'ratings_avg': 4.2}, {'code': 'm5XK6PL', 'title': '작은 아씨들', 'year': 2019, 'genres': ['드라마'], 'ratings_avg': 4.0}, {'code': 'mdja7JJ', 'title': '주전장', 'year': 2018, 'genres': ['다큐멘터리'], 'ratings_avg': 4.1}, {'code': 'm1WwBl5', 'title': '여인의 향기', 'year': 1992, 'genres': ['드라마'], 'ratings_avg': 4.1}, {'code': 'md76JgM', 'title': '미스 슬로운', 'year': 2016, 'genres': ['스릴러', '드라마'], 'ratings_avg': 4.1}, {'code': 'mOlwgNe', 'title': '파비안느에 관한 진실', 'year': 2019, 'genres': ['드라마'], 'ratings_avg': 3.5}, {'code': 'm5aKnlO', 'title': '아들', 'year': 2002, 'genres': ['가족', '드라마'], 'ratings_avg': 4.1}]"
a9L5PaVAPxwg8,"[{'movie_code': 'm5Q9Zg8', 'movie_title': '조커', 'movie_rating': 3.0}, {'movie_code': 'm5Q9ZMR', 'movie_title': '터미네이터: 다크 페이트', 'movie_rating': 4.5}, {'movie_code': 'mNdKBkO', 'movie_title': '쇼생크 탈출', 'movie_rating': 5.0}, {'movie_code': 'mJOVXR5', 'movie_title': '다크 나이트', 'movie_rating': 4.5}, {'movie_code': 'mdRL4eL', 'movie_title': '기생충', 'movie_rating': 4.0}, {'movie_code': 'mdBzNnP', 'movie_title': '어벤져스: 엔드게임', 'movie_rating': 2.5}, {'movie_code': 'm15GKp5', 'movie_title': '레옹', 'movie_rating': 4.0}, {'movie_code': 'mO2p7x5', 'movie_title': '인터스텔라', 'movie_rating': 3.0}, {'movie_code': 'm5e8v3d', 'movie_title': '신세계', 'movie_rating': 4.0}, {'movie_code': 'mJ5xwgd', 'movie_title': '매트릭스', 'movie_rating': 5.0}]",[]
ZWpqM2k2Rvrkn,"[{'movie_code': 'm5Q9Zg8', 'movie_title': '조커', 'movie_rating': 4.5}, {'movie_code': 'm5Q9ZMR', 'movie_title': '터미네이터: 다크 페이트', 'movie_rating': 3.0}, {'movie_code': 'mNdKBkO', 'movie_title': '쇼생크 탈출', 'movie_rating': 4.5}, {'movie_code': 'mV539wO', 'movie_title': '인생은 아름다워', 'movie_rating': 5.0}, {'movie_code': 'mW4L2XW', 'movie_title': '인셉션', 'movie_rating': 4.5}, {'movie_code': 'mJOVXR5', 'movie_title': '다크 나이트', 'movie_rating': 5.0}, {'movie_code': 'mdja2ZN', 'movie_title': '아이리시맨', 'movie_rating': 4.5}, {'movie_code': 'm5DGP37', 'movie_title': '가버나움', 'movie_rating': 4.0}, {'movie_code': 'mJ5x8x5', 'movie_title': '타이타닉', 'movie_rating': 4.5}, {'movie_code': 'mdRL4eL', 'movie_title': '기생충', 'movie_rating': 5.0}]","[{'code': 'mjO0zL5', 'title': '대부', 'year': 1972, 'genres': ['범죄', '드라마', '스릴러'], 'ratings_avg': 4.3}, {'code': 'moW4XlW', 'title': '쉰들러 리스트', 'year': 1993, 'genres': ['드라마', '역사', '전쟁'], 'ratings_avg': 4.2}, {'code': 'mBOkGJO', 'title': '피아니스트', 'year': 2002, 'genres': ['드라마', '음악', '전쟁'], 'ratings_avg': 4.1}, {'code': 'm5nQ7nd', 'title': '데어 윌 비 블러드', 'year': 2007, 'genres': ['드라마'], 'ratings_avg': 4.1}, {'code': 'mgdMNw5', 'title': '비포 선라이즈', 'year': 1995, 'genres': ['로맨스', '드라마'], 'ratings_avg': 4.1}, {'code': 'm2dj3a5', 'title': '타인의 삶', 'year': 2006, 'genres': ['스릴러', '드라마'], 'ratings_avg': 4.0}, {'code': 'moW4PXW', 'title': '레퀴엠', 'year': 2000, 'genres': ['드라마'], 'ratings_avg': 4.0}, {'code': 'mOo01Ld', 'title': '양들의 침묵', 'year': 1991, 'genres': ['드라마', '범죄', '공포', '스릴러'], 'ratings_avg': 4.0}, {'code': 'mDWvped', 'title': '뻐꾸기 둥지 위로 날아간 새', 'year': 1975, 'genres': ['범죄', '드라마'], 'ratings_avg': 4.1}, {'code': 'my5Yqj5', 'title': '원스 어폰 어 타임 인 아메리카', 'year': 1984, 'genres': ['범죄', '드라마'], 'ratings_avg': 4.0}]"
YMKqmo2Oe5loD,"[{'movie_code': 'm5Q9Zg8', 'movie_title': '조커', 'movie_rating': 3.0}, {'movie_code': 'md6B3Ad', 'movie_title': '대부 일대기', 'movie_rating': 3.0}, {'movie_code': 'mNdKBkO', 'movie_title': '쇼생크 탈출', 'movie_rating': 4.5}, {'movie_code': 'mV539wO', 'movie_title': '인생은 아름다워', 'movie_rating': 4.0}, {'movie_code': 'mW4L2XW', 'movie_title': '인셉션', 'movie_rating': 4.0}, {'movie_code': 'mJOVXR5', 'movie_title': '다크 나이트', 'movie_rating': 2.0}, {'movie_code': 'mdja2ZN', 'movie_title': '아이리시맨', 'movie_rating': 3.5}, {'movie_code': 'mdRL4eL', 'movie_title': '기생충', 'movie_rating': 3.0}, {'movie_code': 'mO2x9k5', 'movie_title': '어바웃 타임', 'movie_rating': 2.5}, {'movie_code': 'mY5QvGW', 'movie_title': '포레스트 검프', 'movie_rating': 4.0}]","[{'code': 'm5QA6GD', 'title': '테넷', 'year': 2020, 'genres': ['액션', 'SF'], 'ratings_avg': 4.0}, {'code': 'md6ZkZd', 'title': '코뮌', 'year': 2000, 'genres': ['다큐멘터리'], 'ratings_avg': 4.3}, {'code': 'mNdKazW', 'title': '사탄탱고', 'year': 1994, 'genres': ['드라마'], 'ratings_avg': 4.2}, {'code': 'mWwyvld', 'title': '빨강머리 앤', 'year': 1985, 'genres': ['드라마', '가족'], 'ratings_avg': 4.2}, {'code': 'm5QX3Gd', 'title': '바람', 'year': 1928, 'genres': ['드라마', '로맨스', '서부극'], 'ratings_avg': 4.2}, {'code': 'mdMR6o5', 'title': '순수의 순간', 'year': 1996, 'genres': ['드라마', '코미디'], 'ratings_avg': 4.2}, {'code': 'md7nK2O', 'title': '할복', 'year': 1962, 'genres': ['시대극', '드라마', '액션'], 'ratings_avg': 4.2}, {'code': 'mJOV1RW', 'title': '하울의 움직이는 성', 'year': 2004, 'genres': ['판타지', '애니메이션'], 'ratings_avg': 4.2}, {'code': 'mO2RBnO', 'title': '구멍', 'year': 1960, 'genres': ['스릴러', '범죄', '드라마'], 'ratings_avg': 4.2}, {'code': 'mOkmvE5', 'title': '흐트러지다', 'year': 1964, 'genres': ['로맨스', '드라마'], 'ratings_avg': 4.1}]"
RE952LmLgqQ72,"[{'movie_code': 'mNdKBkO', 'movie_title': '쇼생크 탈출', 'movie_rating': 4.5}, {'movie_code': 'mW4L2XW', 'movie_title': '인셉션', 'movie_rating': 3.5}, {'movie_code': 'mJ5x8x5', 'movie_title': '타이타닉', 'movie_rating': 5.0}, {'movie_code': 'mdRL4eL', 'movie_title': '기생충', 'movie_rating': 5.0}, {'movie_code': 'mO2x9k5', 'movie_title': '어바웃 타임', 'movie_rating': 4.0}, {'movie_code': 'mY5QvGW', 'movie_title': '포레스트 검프', 'movie_rating': 4.5}, {'movie_code': 'm1WwY4d', 'movie_title': '시네마 천국', 'movie_rating': 5.0}, {'movie_code': 'mjO0zL5', 'movie_title': '대부', 'movie_rating': 5.0}, {'movie_code': 'm15GKp5', 'movie_title': '레옹', 'movie_rating': 5.0}, {'movie_code': 'mO2p7x5', 'movie_title': '인터스텔라', 'movie_rating': 4.0}]","[{'code': 'm5DGP37', 'title': '가버나움', 'year': 2018, 'genres': ['드라마'], 'ratings_avg': 4.3}, {'code': 'mO0gNVR', 'title': '원더', 'year': 2017, 'genres': ['가족', '드라마'], 'ratings_avg': 4.2}, {'code': 'm85XM3W', 'title': '하나 그리고 둘', 'year': 2000, 'genres': ['드라마'], 'ratings_avg': 4.1}, {'code': 'mOPomg7', 'title': '나, 다니엘 블레이크', 'year': 2016, 'genres': ['드라마'], 'ratings_avg': 4.1}, {'code': 'm5nQX33', 'title': '어느 가족', 'year': 2018, 'genres': ['범죄', '드라마'], 'ratings_avg': 4.1}, {'code': 'mO0gZ8X', 'title': '킹스맨 : 시크릿 에이전트', 'year': 2014, 'genres': ['액션', '범죄', '코미디', '모험', '스릴러'], 'ratings_avg': 4.1}, {'code': 'mgdMNw5', 'title': '비포 선라이즈', 'year': 1995, 'genres': ['로맨스', '드라마'], 'ratings_avg': 4.1}, {'code': 'm5aKnlO', 'title': '아들', 'year': 2002, 'genres': ['가족', '드라마'], 'ratings_avg': 4.1}, {'code': 'mZ5eLdA', 'title': '무간도', 'year': 2002, 'genres': ['액션', '범죄', '드라마', '미스터리', '스릴러'], 'ratings_avg': 4.1}, {'code': 'mYdEnE5', 'title': '캐치 미 이프 유 캔', 'year': 2002, 'genres': ['범죄', '드라마', '코미디'], 'ratings_avg': 4.1}]"
VRZv4b6NZxr6y,"[{'movie_code': 'mNdKBkO', 'movie_title': '쇼생크 탈출', 'movie_rating': 5.0}, {'movie_code': 'mV539wO', 'movie_title': '인생은 아름다워', 'movie_rating': 5.0}, {'movie_code': 'mJOVXR5', 'movie_title': '다크 나이트', 'movie_rating': 4.0}, {'movie_code': 'mJ5x8x5', 'movie_title': '타이타닉', 'movie_rating': 5.0}, {'movie_code': 'mdRL4eL', 'movie_title': '기생충', 'movie_rating': 5.0}, {'movie_code': 'mO2x9k5', 'movie_title': '어바웃 타임', 'movie_rating': 4.0}, {'movie_code': 'mY5QvGW', 'movie_title': '포레스트 검프', 'movie_rating': 5.0}, {'movie_code': 'my5YGwO', 'movie_title': '센과 치히로의 행방불명', 'movie_rating': 4.0}, {'movie_code': 'mO2p7x5', 'movie_title': '인터스텔라', 'movie_rating': 4.5}, {'movie_code': 'mjO0ovW', 'movie_title': '죽은 시인의 사회', 'movie_rating': 4.5}]","[{'code': 'm85XM3W', 'title': '하나 그리고 둘', 'year': 2000, 'genres': ['드라마'], 'ratings_avg': 4.1}, {'code': 'm5nQX33', 'title': '어느 가족', 'year': 2018, 'genres': ['범죄', '드라마'], 'ratings_avg': 4.1}, {'code': 'mE5DMQW', 'title': '줄무늬 파자마를 입은 소년', 'year': 2008, 'genres': ['드라마', '전쟁'], 'ratings_avg': 4.1}, {'code': 'mNdKmRW', 'title': '프로메제', 'year': 1996, 'genres': ['드라마'], 'ratings_avg': 4.1}, {'code': 'mMO2JAO', 'title': '메멘토', 'year': 2000, 'genres': ['미스터리', '스릴러'], 'ratings_avg': 4.1}, {'code': 'm5aKnlO', 'title': '아들', 'year': 2002, 'genres': ['가족', '드라마'], 'ratings_avg': 4.1}, {'code': 'mdKBXVO', 'title': '플립', 'year': 2010, 'genres': ['틴에이저', '로맨스', '드라마'], 'ratings_avg': 4.0}, {'code': 'm5rQw27', 'title': '팬텀 스레드', 'year': 2017, 'genres': ['로맨스', '드라마'], 'ratings_avg': 4.0}, {'code': 'my5Yqj5', 'title': '원스 어폰 어 타임 인 아메리카', 'year': 1984, 'genres': ['범죄', '드라마'], 'ratings_avg': 4.0}, {'code': 'mOgDvAd', 'title': '씨민과 나데르의 별거', 'year': 2011, 'genres': ['드라마', '스릴러'], 'ratings_avg': 4.0}]"
WwRqo1Wyy5lzB,"[{'movie_code': 'mNdKBkO', 'movie_title': '쇼생크 탈출', 'movie_rating': 3.5}, {'movie_code': 'mW4L2XW', 'movie_title': '인셉션', 'movie_rating': 3.5}, {'movie_code': 'mJ5x8x5', 'movie_title': '타이타닉', 'movie_rating': 3.5}, {'movie_code': 'mdRL4eL', 'movie_title': '기생충', 'movie_rating': 3.5}, {'movie_code': 'mO2x9k5', 'movie_title': '어바웃 타임', 'movie_rating': 3.0}, {'movie_code': 'mY5QvGW', 'movie_title': '포레스트 검프', 'movie_rating': 3.0}, {'movie_code': 'm1WwY4d', 'movie_title': '시네마 천국', 'movie_rating': 4.0}, {'movie_code': 'mjO0zL5', 'movie_title': '대부', 'movie_rating': 4.0}, {'movie_code': 'm15GKp5', 'movie_title': '레옹', 'movie_rating': 3.5}, {'movie_code': 'mO2p7x5', 'movie_title': '인터스텔라', 'movie_rating': 4.0}]","[{'code': 'm5DG2K7', 'title': '데드 링거', 'year': 2016, 'genres': [], 'ratings_avg': 5.0}, {'code': 'mV539wO', 'title': '인생은 아름다워', 'year': 1997, 'genres': ['드라마', '코미디'], 'ratings_avg': 4.4}, {'code': 'mdKjQeO', 'title': '철서구 2부 - 폐허', 'year': 2003, 'genres': ['다큐멘터리'], 'ratings_avg': 4.4}, {'code': 'm5meEm5', 'title': '철서구 3부 - 철로', 'year': 2003, 'genres': ['다큐멘터리'], 'ratings_avg': 4.3}, {'code': 'mJOVXR5', 'title': '다크 나이트', 'year': 2008, 'genres': ['액션', '드라마', '스릴러', '범죄', '판타지'], 'ratings_avg': 4.3}, {'code': 'mWLPZDW', 'title': '철서구 1부 - 녹', 'year': 2003, 'genres': ['다큐멘터리'], 'ratings_avg': 4.3}, {'code': 'mNdKazW', 'title': '사탄탱고', 'year': 1994, 'genres': ['드라마'], 'ratings_avg': 4.2}, {'code': 'my5YGwO', 'title': '센과 치히로의 행방불명', 'year': 2001, 'genres': ['판타지', '애니메이션', '가족'], 'ratings_avg': 4.3}, {'code': 'm5YRBQW', 'title': '쇼아', 'year': 1985, 'genres': ['다큐멘터리'], 'ratings_avg': 4.3}, {'code': 'mdBzxzd', 'title': '12명의 성난 사람들', 'year': 1957, 'genres': ['드라마'], 'ratings_avg': 4.2}]"
zNM5NdYrKq26j,"[{'movie_code': 'mNdKBkO', 'movie_title': '쇼생크 탈출', 'movie_rating': 4.5}, {'movie_code': 'mV539wO', 'movie_title': '인생은 아름다워', 'movie_rating': 5.0}, {'movie_code': 'mJ5x8x5', 'movie_title': '타이타닉', 'movie_rating': 4.0}, {'movie_code': 'mO2x9k5', 'movie_title': '어바웃 타임', 'movie_rating': 3.0}, {'movie_code': 'mY5QvGW', 'movie_title': '포레스트 검프', 'movie_rating': 4.0}, {'movie_code': 'm1WwY4d', 'movie_title': '시네마 천국', 'movie_rating': 5.0}, {'movie_code': 'mjO0zL5', 'movie_title': '대부', 'movie_rating': 5.0}, {'movie_code': 'm15GKp5', 'movie_title': '레옹', 'movie_rating': 3.0}, {'movie_code': 'mO2p7x5', 'movie_title': '인터스텔라', 'movie_rating': 3.0}, {'movie_code': 'mjO0ovW', 'movie_title': '죽은 시인의 사회', 'movie_rating': 4.0}]","[{'code': 'mW4LeJg', 'title': '리미티드 파트너쉽', 'year': 2014, 'genres': ['다큐멘터리', '드라마'], 'ratings_avg': 4.5}, {'code': 'mWvkwvZ', 'title': '살과 모래', 'year': 2017, 'genres': ['드라마', '단편'], 'ratings_avg': 4.5}, {'code': 'm5DGD7d', 'title': '시인', 'year': 2000, 'genres': [], 'ratings_avg': 4.5}, {'code': 'mWw0Z3O', 'title': '아메리칸 익스피어런스 - 트러블썸 크릭', 'year': 1995, 'genres': ['다큐멘터리'], 'ratings_avg': 4.3}, {'code': 'mOl0ngO', 'title': '트러블 더 워터', 'year': 2008, 'genres': ['다큐멘터리'], 'ratings_avg': 4.3}, {'code': 'mdKjQeO', 'title': '철서구 2부 - 폐허', 'year': 2003, 'genres': ['다큐멘터리'], 'ratings_avg': 4.4}, {'code': 'mW4L2XW', 'title': '인셉션', 'year': 2010, 'genres': ['액션', '모험', 'SF', '스릴러'], 'ratings_avg': 4.4}, {'code': 'm5meEm5', 'title': '철서구 3부 - 철로', 'year': 2003, 'genres': ['다큐멘터리'], 'ratings_avg': 4.3}, {'code': 'mJOVXR5', 'title': '다크 나이트', 'year': 2008, 'genres': ['액션', '드라마', '스릴러', '범죄', '판타지'], 'ratings_avg': 4.3}, {'code': 'm5DGP37', 'title': '가버나움', 'year': 2018, 'genres': ['드라마'], 'ratings_avg': 4.3}]"
WRQxDkw965dl9,"[{'movie_code': 'm5Q9Zg8', 'movie_title': '조커', 'movie_rating': 3.5}, {'movie_code': 'md6B3Ad', 'movie_title': '대부 일대기', 'movie_rating': 4.5}, {'movie_code': 'mNdKBkO', 'movie_title': '쇼생크 탈출', 'movie_rating': 3.5}, {'movie_code': 'mV539wO', 'movie_title': '인생은 아름다워', 'movie_rating': 4.0}, {'movie_code': 'mW4L2XW', 'movie_title': '인셉션', 'movie_rating': 4.0}, {'movie_code': 'mJOVXR5', 'movie_title': '다크 나이트', 'movie_rating': 4.5}, {'movie_code': 'mJ5x8x5', 'movie_title': '타이타닉', 'movie_rating': 3.0}, {'movie_code': 'mdRL4eL', 'movie_title': '기생충', 'movie_rating': 4.5}, {'movie_code': 'mO2x9k5', 'movie_title': '어바웃 타임', 'movie_rating': 3.5}, {'movie_code': 'mY5QvGW', 'movie_title': '포레스트 검프', 'movie_rating': 3.0}]","[{'code': 'md6ZkZd', 'title': '코뮌', 'year': 2000, 'genres': ['다큐멘터리'], 'ratings_avg': 4.3}, {'code': 'mNdKazW', 'title': '사탄탱고', 'year': 1994, 'genres': ['드라마'], 'ratings_avg': 4.2}, {'code': 'mdEoAlW', 'title': '스톱 메이킹 센스', 'year': 1984, 'genres': ['다큐멘터리', '음악'], 'ratings_avg': 4.1}, {'code': 'mO0gNVR', 'title': '원더', 'year': 2017, 'genres': ['가족', '드라마'], 'ratings_avg': 4.2}, {'code': 'mdBzxzd', 'title': '12명의 성난 사람들', 'year': 1957, 'genres': ['드라마'], 'ratings_avg': 4.2}, {'code': 'mdMR6o5', 'title': '순수의 순간', 'year': 1996, 'genres': ['드라마', '코미디'], 'ratings_avg': 4.2}, {'code': 'mWyVeKO', 'title': '안드레이 루블료프', 'year': 1966, 'genres': ['역사', '스릴러', '드라마'], 'ratings_avg': 4.2}, {'code': 'md7nK2O', 'title': '할복', 'year': 1962, 'genres': ['시대극', '드라마', '액션'], 'ratings_avg': 4.2}, {'code': 'moW4XlW', 'title': '쉰들러 리스트', 'year': 1993, 'genres': ['드라마', '역사', '전쟁'], 'ratings_avg': 4.2}, {'code': 'mWy4nk5', 'title': '절멸의 천사', 'year': 1962, 'genres': ['판타지', '드라마', '코미디'], 'ratings_avg': 4.1}]"
JgkqlbgWn5X0b,"[{'movie_code': 'm5Q9Zg8', 'movie_title': '조커', 'movie_rating': 4.0}, {'movie_code': 'md6B3Ad', 'movie_title': '대부 일대기', 'movie_rating': 4.0}, {'movie_code': 'mNdKBkO', 'movie_title': '쇼생크 탈출', 'movie_rating': 5.0}, {'movie_code': 'mV539wO', 'movie_title': '인생은 아름다워', 'movie_rating': 4.0}, {'movie_code': 'mJOVXR5', 'movie_title': '다크 나이트', 'movie_rating': 4.0}, {'movie_code': 'mdja2ZN', 'movie_title': '아이리시맨', 'movie_rating': 4.0}, {'movie_code': 'mJ5x8x5', 'movie_title': '타이타닉', 'movie_rating': 3.0}, {'movie_code': 'mO2x9k5', 'movie_title': '어바웃 타임', 'movie_rating': 4.0}, {'movie_code': 'mY5QvGW', 'movie_title': '포레스트 검프', 'movie_rating': 4.5}, {'movie_code': 'my5YGwO', 'movie_title': '센과 치히로의 행방불명', 'movie_rating': 3.0}]","[{'code': 'mOAZwYj', 'title': '인피니틀리 폴러 베어', 'year': 2013, 'genres': ['가족', '드라마'], 'ratings_avg': 3.7}, {'code': 'moW4plW', 'title': '어느 멋진 날', 'year': 1996, 'genres': ['로맨틱코미디', '드라마'], 'ratings_avg': 3.5}]"
