user_code,rt_movie,wish_movie
RE952bLDE5Q72,"[{'movie_code': 'mOkL6rw', 'movie_title': '브레이킹 배드 무비: 엘 카미노', 'movie_rating': 1.0}, {'movie_code': 'mOPV7VD', 'movie_title': '인비저블맨', 'movie_rating': 3.0}, {'movie_code': 'mWJyD4L', 'movie_title': '더 게임 체인저스', 'movie_rating': 4.0}, {'movie_code': 'm5Q9Zg8', 'movie_title': '조커', 'movie_rating': 4.5}, {'movie_code': 'mdEMgMG', 'movie_title': '기적의 학교', 'movie_rating': 4.0}, {'movie_code': 'mNdKBkO', 'movie_title': '쇼생크 탈출', 'movie_rating': 4.5}, {'movie_code': 'mV539wO', 'movie_title': '인생은 아름다워', 'movie_rating': 5.0}, {'movie_code': 'mW4L2XW', 'movie_title': '인셉션', 'movie_rating': 4.0}, {'movie_code': 'mdja2ZN', 'movie_title': '아이리시맨', 'movie_rating': 3.5}, {'movie_code': 'm5DGP37', 'movie_title': '가버나움', 'movie_rating': 4.5}]","[{'code': 'm5x1lMq', 'title': '미안해요, 리키', 'year': 2019, 'genres': ['드라마'], 'ratings_avg': 4.0}, {'code': 'md6B3Ad', 'title': '대부 일대기', 'year': 1992, 'genres': ['드라마', '범죄'], 'ratings_avg': 4.4}, {'code': 'mO0gZ9x', 'title': '레미제라블 25주년 런던 라이브 공연', 'year': 2010, 'genres': ['드라마'], 'ratings_avg': 4.3}, {'code': 'mNdKazW', 'title': '사탄탱고', 'year': 1994, 'genres': ['드라마'], 'ratings_avg': 4.2}, {'code': 'mjO0ovW', 'title': '죽은 시인의 사회', 'year': 1989, 'genres': ['드라마', '틴에이저'], 'ratings_avg': 4.2}, {'code': 'mO2D6a5', 'title': '아녜스 바르다의 해변', 'year': 2008, 'genres': ['다큐멘터리'], 'ratings_avg': 4.1}, {'code': 'mOk6LPg', 'title': '어른이 되면', 'year': 2018, 'genres': ['다큐멘터리'], 'ratings_avg': 4.0}, {'code': 'mNdK17W', 'title': '시간을 달리는 소녀', 'year': 2006, 'genres': ['판타지', '애니메이션', '로맨스'], 'ratings_avg': 4.1}, {'code': 'mWLKor5', 'title': '마리나 아브라모비치가 여기 있다', 'year': 2012, 'genres': ['다큐멘터리', '역사'], 'ratings_avg': 4.2}, {'code': 'mMO2JAO', 'title': '메멘토', 'year': 2000, 'genres': ['미스터리', '스릴러'], 'ratings_avg': 4.1}]"
jae5WMzyRq1P3,"[{'movie_code': 'mOkL6rw', 'movie_title': '브레이킹 배드 무비: 엘 카미노', 'movie_rating': 4.0}, {'movie_code': 'mWq1ag2', 'movie_title': '반쪽의 이야기', 'movie_rating': 3.5}, {'movie_code': 'm5Q9Zg8', 'movie_title': '조커', 'movie_rating': 5.0}, {'movie_code': 'mNdKBkO', 'movie_title': '쇼생크 탈출', 'movie_rating': 5.0}, {'movie_code': 'mV539wO', 'movie_title': '인생은 아름다워', 'movie_rating': 4.5}, {'movie_code': 'mW4L2XW', 'movie_title': '인셉션', 'movie_rating': 5.0}, {'movie_code': 'mJOVXR5', 'movie_title': '다크 나이트', 'movie_rating': 4.0}, {'movie_code': 'mdja2ZN', 'movie_title': '아이리시맨', 'movie_rating': 4.0}, {'movie_code': 'mJ5x8x5', 'movie_title': '타이타닉', 'movie_rating': 4.0}, {'movie_code': 'mdRL4eL', 'movie_title': '기생충', 'movie_rating': 5.0}]","[{'code': 'md6B3Ad', 'title': '대부 일대기', 'year': 1992, 'genres': ['드라마', '범죄'], 'ratings_avg': 4.4}, {'code': 'mNdKazW', 'title': '사탄탱고', 'year': 1994, 'genres': ['드라마'], 'ratings_avg': 4.2}, {'code': 'mdEoAlW', 'title': '스톱 메이킹 센스', 'year': 1984, 'genres': ['다큐멘터리', '음악'], 'ratings_avg': 4.1}, {'code': 'mYdEXlO', 'title': '대부 2', 'year': 1974, 'genres': ['드라마', '범죄'], 'ratings_avg': 4.2}, {'code': 'm5aKVNO', 'title': '클로즈 업', 'year': 1990, 'genres': ['드라마', '범죄'], 'ratings_avg': 4.2}, {'code': 'mdBzxzd', 'title': '12명의 성난 사람들', 'year': 1957, 'genres': ['드라마'], 'ratings_avg': 4.2}, {'code': 'mdRLE4W', 'title': '유주얼 서스펙트', 'year': 1995, 'genres': ['범죄', '미스터리', '스릴러'], 'ratings_avg': 4.2}, {'code': 'mOAZ8RQ', 'title': '천국으로 가는 계단 : 차이 구어 치앙의 예술 세계', 'year': 2016, 'genres': ['다큐멘터리'], 'ratings_avg': 3.9}, {'code': 'md6k3q5', 'title': '토이 스토리 3', 'year': 2010, 'genres': ['애니메이션', '코미디', '가족', '판타지', '모험', '키즈'], 'ratings_avg': 4.1}, {'code': 'mW4DrgW', 'title': '오프닝 나이트', 'year': 1977, 'genres': ['드라마'], 'ratings_avg': 4.1}]"
Pznx9Kmk2Zv76,"[{'movie_code': 'm5Q9Zg8', 'movie_title': '조커', 'movie_rating': 3.5}, {'movie_code': 'm5x1lMq', 'movie_title': '미안해요, 리키', 'movie_rating': 3.5}, {'movie_code': 'm5Q9ZMR', 'movie_title': '터미네이터: 다크 페이트', 'movie_rating': 3.0}, {'movie_code': 'mNdKBkO', 'movie_title': '쇼생크 탈출', 'movie_rating': 5.0}, {'movie_code': 'mV539wO', 'movie_title': '인생은 아름다워', 'movie_rating': 4.0}, {'movie_code': 'mW4L2XW', 'movie_title': '인셉션', 'movie_rating': 3.5}, {'movie_code': 'mJOVXR5', 'movie_title': '다크 나이트', 'movie_rating': 3.5}, {'movie_code': 'mdja2ZN', 'movie_title': '아이리시맨', 'movie_rating': 3.5}, {'movie_code': 'm5DGP37', 'movie_title': '가버나움', 'movie_rating': 3.5}, {'movie_code': 'mJ5x8x5', 'movie_title': '타이타닉', 'movie_rating': 4.0}]","[{'code': 'md6B3Ad', 'title': '대부 일대기', 'year': 1992, 'genres': ['드라마', '범죄'], 'ratings_avg': 4.4}, {'code': 'mO2x9k5', 'title': '어바웃 타임', 'year': 2013, 'genres': ['판타지', '드라마', '로맨틱코미디', '코미디', '로맨스'], 'ratings_avg': 4.3}, {'code': 'm5r0pVO', 'title': '12인의 노한 사람들', 'year': 1997, 'genres': ['드라마', '범죄'], 'ratings_avg': 4.2}, {'code': 'mnWJyx5', 'title': '굿 윌 헌팅', 'year': 1997, 'genres': ['드라마'], 'ratings_avg': 4.2}, {'code': 'myWqxp5', 'title': '파이트 클럽', 'year': 1999, 'genres': ['드라마', '액션'], 'ratings_avg': 4.1}, {'code': 'mOPomg7', 'title': '나, 다니엘 블레이크', 'year': 2016, 'genres': ['드라마'], 'ratings_avg': 4.1}, {'code': 'mO0gZ8X', 'title': '킹스맨 : 시크릿 에이전트', 'year': 2014, 'genres': ['액션', '범죄', '코미디', '모험', '스릴러'], 'ratings_avg': 4.1}, {'code': 'mO1AqPO', 'title': '헤이마', 'year': 2007, 'genres': [], 'ratings_avg': 4.0}, {'code': 'mOAr8ad', 'title': '고령가 소년 살인사건', 'year': 1991, 'genres': ['드라마', '범죄'], 'ratings_avg': 4.1}, {'code': 'mMO2La5', 'title': '빌리 엘리어트', 'year': 2000, 'genres': ['드라마', '음악', '코미디', '가족'], 'ratings_avg': 4.1}]"
djaxbLAoPvLw8,"[{'movie_code': 'mWq1ag2', 'movie_title': '반쪽의 이야기', 'movie_rating': 3.5}, {'movie_code': 'm5QA6GD', 'movie_title': '테넷', 'movie_rating': 4.5}, {'movie_code': 'm5Q9Zg8', 'movie_title': '조커', 'movie_rating': 3.5}, {'movie_code': 'm5x1lMq', 'movie_title': '미안해요, 리키', 'movie_rating': 3.5}, {'movie_code': 'mNdKBkO', 'movie_title': '쇼생크 탈출', 'movie_rating': 5.0}, {'movie_code': 'mV539wO', 'movie_title': '인생은 아름다워', 'movie_rating': 4.5}, {'movie_code': 'mW4L2XW', 'movie_title': '인셉션', 'movie_rating': 5.0}, {'movie_code': 'mJOVXR5', 'movie_title': '다크 나이트', 'movie_rating': 4.5}, {'movie_code': 'm5DGP37', 'movie_title': '가버나움', 'movie_rating': 3.5}, {'movie_code': 'mJ5x8x5', 'movie_title': '타이타닉', 'movie_rating': 5.0}]","[{'code': 'mOPV7VD', 'title': '인비저블맨', 'year': 2020, 'genres': ['공포', 'SF', '스릴러'], 'ratings_avg': 3.2}, {'code': 'mOkL6rw', 'title': '브레이킹 배드 무비: 엘 카미노', 'year': 2019, 'genres': ['드라마', '액션'], 'ratings_avg': 3.5}, {'code': 'mOkL6Dj', 'title': '드림랜드', 'year': 2020, 'genres': ['드라마'], 'ratings_avg': 2.3}, {'code': 'mWz3oMZ', 'title': '더 리틀 머메이드', 'year': None, 'genres': ['판타지', '가족'], 'ratings_avg': 1.5}, {'code': 'm5noAoW', 'title': '조명가게', 'year': 2012, 'genres': [], 'ratings_avg': 5.0}, {'code': 'mO1j318', 'title': '파인드 미', 'year': None, 'genres': [], 'ratings_avg': 3.6}, {'code': 'mdMRgo2', 'title': '그린 나이트', 'year': 2020, 'genres': ['드라마', '판타지', '로맨스'], 'ratings_avg': 2.8}, {'code': 'mOPVEAD', 'title': '어 가이드 투 세컨드 데이트 섹스', 'year': 2019, 'genres': ['코미디', '로맨스'], 'ratings_avg': 3.2}, {'code': 'm5aVG7D', 'title': '이제 그만 끝낼까 해', 'year': 2020, 'genres': ['스릴러', '드라마', '공포'], 'ratings_avg': 4.6}, {'code': 'mW42aEX', 'title': '원더랜드', 'year': 2020, 'genres': ['SF', '드라마'], 'ratings_avg': 5.0}]"
YMr95nBkd5ZPG,"[{'movie_code': 'mNdKBkO', 'movie_title': '쇼생크 탈출', 'movie_rating': 3.5}, {'movie_code': 'mV539wO', 'movie_title': '인생은 아름다워', 'movie_rating': 4.0}, {'movie_code': 'mW4L2XW', 'movie_title': '인셉션', 'movie_rating': 4.5}, {'movie_code': 'mJOVXR5', 'movie_title': '다크 나이트', 'movie_rating': 4.5}, {'movie_code': 'mJ5x8x5', 'movie_title': '타이타닉', 'movie_rating': 4.0}, {'movie_code': 'mO2x9k5', 'movie_title': '어바웃 타임', 'movie_rating': 3.5}, {'movie_code': 'mY5QvGW', 'movie_title': '포레스트 검프', 'movie_rating': 5.0}, {'movie_code': 'my5YGwO', 'movie_title': '센과 치히로의 행방불명', 'movie_rating': 3.5}, {'movie_code': 'm1WwY4d', 'movie_title': '시네마 천국', 'movie_rating': 4.0}, {'movie_code': 'mjO0zL5', 'movie_title': '대부', 'movie_rating': 4.5}]","[{'code': 'm5mNrDW', 'title': '캐벌케이드', 'year': 1933, 'genres': ['드라마'], 'ratings_avg': 2.9}]"
a9L5Pr4WOqwg8,"[{'movie_code': 'mWvkk73', 'movie_title': '리차드 쥬얼', 'movie_rating': 4.0}, {'movie_code': 'mOPV7VD', 'movie_title': '인비저블맨', 'movie_rating': 4.0}, {'movie_code': 'mWq1ag2', 'movie_title': '반쪽의 이야기', 'movie_rating': 4.0}, {'movie_code': 'm5QA6GD', 'movie_title': '테넷', 'movie_rating': 3.5}, {'movie_code': 'm5Q9Zg8', 'movie_title': '조커', 'movie_rating': 4.0}, {'movie_code': 'm5x1lMq', 'movie_title': '미안해요, 리키', 'movie_rating': 4.0}, {'movie_code': 'm5Q9ZMR', 'movie_title': '터미네이터: 다크 페이트', 'movie_rating': 3.5}, {'movie_code': 'mNdKBkO', 'movie_title': '쇼생크 탈출', 'movie_rating': 5.0}, {'movie_code': 'mV539wO', 'movie_title': '인생은 아름다워', 'movie_rating': 4.5}, {'movie_code': 'mW4L2XW', 'movie_title': '인셉션', 'movie_rating': 5.0}]","[{'code': 'mOPDlVO', 'title': '천 명의 어릿광대', 'year': 1965, 'genres': ['로맨틱코미디', '드라마'], 'ratings_avg': 3.0}, {'code': 'mO28Vk5', 'title': '하와이언스', 'year': 1970, 'genres': [], 'ratings_avg': 5.0}, {'code': 'mO1oAV8', 'title': '헤일 카운티 디스 모닝, 디스 이브닝', 'year': 2018, 'genres': ['다큐멘터리'], 'ratings_avg': 4.3}, {'code': 'mO1e6wO', 'title': '아버지의 노래', 'year': 1970, 'genres': ['드라마'], 'ratings_avg': 4.7}, {'code': 'm5Z62R5', 'title': '베스트 맨', 'year': 1964, 'genres': [], 'ratings_avg': 2.8}, {'code': 'm5ammv5', 'title': '초크 가든', 'year': 1964, 'genres': [], 'ratings_avg': 0.0}, {'code': 'md623ad', 'title': '위험한 행마', 'year': 1984, 'genres': [], 'ratings_avg': 3.5}, {'code': 'mOl0ngO', 'title': '트러블 더 워터', 'year': 2008, 'genres': ['다큐멘터리'], 'ratings_avg': 4.3}, {'code': 'mOVvvl1', 'title': '더 스퀘어', 'year': 2012, 'genres': ['다큐멘터리', '드라마', '코미디'], 'ratings_avg': 4.2}, {'code': 'm5xqRaW', 'title': '지배 계급', 'year': 1972, 'genres': ['드라마', '코미디'], 'ratings_avg': 4.1}]"
WRQxDDl6Pxdl9,"[{'movie_code': 'mV539wO', 'movie_title': '인생은 아름다워', 'movie_rating': 5.0}, {'movie_code': 'mJOVXR5', 'movie_title': '다크 나이트', 'movie_rating': 5.0}, {'movie_code': 'mJ5x8x5', 'movie_title': '타이타닉', 'movie_rating': 4.0}, {'movie_code': 'mO2x9k5', 'movie_title': '어바웃 타임', 'movie_rating': 2.5}, {'movie_code': 'my5YGwO', 'movie_title': '센과 치히로의 행방불명', 'movie_rating': 4.5}, {'movie_code': 'mjO0zL5', 'movie_title': '대부', 'movie_rating': 5.0}, {'movie_code': 'm15GKp5', 'movie_title': '레옹', 'movie_rating': 4.0}, {'movie_code': 'mO2p7x5', 'movie_title': '인터스텔라', 'movie_rating': 3.5}, {'movie_code': 'mLOPKgW', 'movie_title': '트루먼 쇼', 'movie_rating': 4.0}, {'movie_code': 'mjO0ovW', 'movie_title': '죽은 시인의 사회', 'movie_rating': 3.0}]","[{'code': 'mY5QvGW', 'title': '포레스트 검프', 'year': 1994, 'genres': ['드라마', '로맨스', '코미디'], 'ratings_avg': 4.3}, {'code': 'm5aKVNO', 'title': '클로즈 업', 'year': 1990, 'genres': ['드라마', '범죄'], 'ratings_avg': 4.2}, {'code': 'mOAr8ad', 'title': '고령가 소년 살인사건', 'year': 1991, 'genres': ['드라마', '범죄'], 'ratings_avg': 4.1}, {'code': 'mWLDaer', 'title': '아녜스가 말하는 바르다', 'year': 2019, 'genres': ['다큐멘터리'], 'ratings_avg': 4.0}, {'code': 'mOo01Ld', 'title': '양들의 침묵', 'year': 1991, 'genres': ['드라마', '범죄', '공포', '스릴러'], 'ratings_avg': 4.0}, {'code': 'mWyeBVW', 'title': '초여름', 'year': 1951, 'genres': ['드라마', '코미디'], 'ratings_avg': 4.1}, {'code': 'mr5ZXlO', 'title': '아마데우스', 'year': 1984, 'genres': ['음악', '드라마'], 'ratings_avg': 4.0}, {'code': 'mr5ZGLW', 'title': '아이 엠 샘', 'year': 2001, 'genres': ['드라마'], 'ratings_avg': 4.0}, {'code': 'mJ5xGBd', 'title': '헤드윅', 'year': 2001, 'genres': ['음악', '드라마', '코미디'], 'ratings_avg': 4.0}, {'code': 'my5YK3O', 'title': '화양연화', 'year': 2000, 'genres': ['로맨스', '드라마'], 'ratings_avg': 4.0}]"
6ADvGBykWqzZl,"[{'movie_code': 'mOPV7VD', 'movie_title': '인비저블맨', 'movie_rating': 1.0}, {'movie_code': 'm5Q9Zg8', 'movie_title': '조커', 'movie_rating': 4.0}, {'movie_code': 'mNdKBkO', 'movie_title': '쇼생크 탈출', 'movie_rating': 3.0}, {'movie_code': 'mW4L2XW', 'movie_title': '인셉션', 'movie_rating': 4.0}, {'movie_code': 'mJOVXR5', 'movie_title': '다크 나이트', 'movie_rating': 3.0}, {'movie_code': 'mdja2ZN', 'movie_title': '아이리시맨', 'movie_rating': 3.0}, {'movie_code': 'mJ5x8x5', 'movie_title': '타이타닉', 'movie_rating': 1.5}, {'movie_code': 'mdRL4eL', 'movie_title': '기생충', 'movie_rating': 5.0}, {'movie_code': 'mO2x9k5', 'movie_title': '어바웃 타임', 'movie_rating': 1.5}, {'movie_code': 'mY5QvGW', 'movie_title': '포레스트 검프', 'movie_rating': 4.0}]","[{'code': 'mV539wO', 'title': '인생은 아름다워', 'year': 1997, 'genres': ['드라마', '코미디'], 'ratings_avg': 4.4}, {'code': 'mOAr8ad', 'title': '고령가 소년 살인사건', 'year': 1991, 'genres': ['드라마', '범죄'], 'ratings_avg': 4.1}, {'code': 'my5YwlO', 'title': '나비 효과', 'year': 2004, 'genres': ['SF', '스릴러'], 'ratings_avg': 4.0}, {'code': 'm5xJZE3', 'title': '스포트라이트', 'year': 2015, 'genres': ['드라마', '스릴러'], 'ratings_avg': 4.0}, {'code': 'mW9leM5', 'title': '게르트루드', 'year': 1964, 'genres': ['드라마'], 'ratings_avg': 4.0}, {'code': 'mJOV4g5', 'title': '시티 오브 갓', 'year': 2002, 'genres': ['범죄', '드라마', '스릴러'], 'ratings_avg': 4.0}, {'code': 'mOoX4Md', 'title': '모드의 집에서 하룻밤', 'year': 1969, 'genres': ['드라마'], 'ratings_avg': 4.0}, {'code': 'm5nl4VO', 'title': '잔느 딜망', 'year': 1975, 'genres': ['드라마'], 'ratings_avg': 4.0}, {'code': 'mQO8b5R', 'title': '러브레터', 'year': 1995, 'genres': ['로맨스'], 'ratings_avg': 4.0}, {'code': 'mqW9NZO', 'title': '까마귀 기르기', 'year': 1976, 'genres': ['드라마'], 'ratings_avg': 3.9}]"
6ewxaBeAGqQ1m,"[{'movie_code': 'm5QA6GD', 'movie_title': '테넷', 'movie_rating': 3.0}, {'movie_code': 'm5Q9Zg8', 'movie_title': '조커', 'movie_rating': 3.5}, {'movie_code': 'md72zNO', 'movie_title': '공황', 'movie_rating': 4.5}, {'movie_code': 'm5x1lMq', 'movie_title': '미안해요, 리키', 'movie_rating': 3.5}, {'movie_code': 'mNdKBkO', 'movie_title': '쇼생크 탈출', 'movie_rating': 4.0}, {'movie_code': 'mV539wO', 'movie_title': '인생은 아름다워', 'movie_rating': 3.5}, {'movie_code': 'mW4L2XW', 'movie_title': '인셉션', 'movie_rating': 3.5}, {'movie_code': 'mWw9Q4d', 'movie_title': '벌어진 입', 'movie_rating': 4.0}, {'movie_code': 'mJOVXR5', 'movie_title': '다크 나이트', 'movie_rating': 3.5}, {'movie_code': 'mdja2ZN', 'movie_title': '아이리시맨', 'movie_rating': 4.5}]","[{'code': 'mdMRgo2', 'title': '그린 나이트', 'year': 2020, 'genres': ['드라마', '판타지', '로맨스'], 'ratings_avg': 2.8}, {'code': 'm5DGD7d', 'title': '시인', 'year': 2000, 'genres': [], 'ratings_avg': 4.5}, {'code': 'md7pDM5', 'title': '우연히 나는 아름다움의 섬광을 보았다', 'year': 2000, 'genres': ['다큐멘터리'], 'ratings_avg': 4.4}, {'code': 'm5n4J3O', 'title': '아다치 마사오의 재구성', 'year': 2011, 'genres': ['다큐멘터리'], 'ratings_avg': 4.3}, {'code': 'm5eLQKd', 'title': '아웃 원', 'year': 1971, 'genres': ['드라마'], 'ratings_avg': 4.2}, {'code': 'mWy0nM5', 'title': '불운의 사랑', 'year': 1978, 'genres': [], 'ratings_avg': 4.2}, {'code': 'mOgB1ag', 'title': '센난 석면 피해 배상소송', 'year': 2017, 'genres': ['다큐멘터리'], 'ratings_avg': 4.1}, {'code': 'md7eD1W', 'title': '섬 컴 러닝', 'year': 1958, 'genres': ['로맨스', '드라마'], 'ratings_avg': 4.0}, {'code': 'm5YAzl5', 'title': '아브라함 계곡', 'year': 1993, 'genres': ['드라마'], 'ratings_avg': 4.2}, {'code': 'm5XMBqD', 'title': 'O.J.: 메이드 인 아메리카', 'year': 2016, 'genres': ['다큐멘터리'], 'ratings_avg': 4.2}]"
zNM5NkgYlx26j,"[{'movie_code': 'm5Q9Zg8', 'movie_title': '조커', 'movie_rating': 4.0}, {'movie_code': 'mW4L2XW', 'movie_title': '인셉션', 'movie_rating': 4.5}, {'movie_code': 'mJOVXR5', 'movie_title': '다크 나이트', 'movie_rating': 4.5}, {'movie_code': 'mdRL4eL', 'movie_title': '기생충', 'movie_rating': 4.5}, {'movie_code': 'mO2x9k5', 'movie_title': '어바웃 타임', 'movie_rating': 3.5}, {'movie_code': 'my5YGwO', 'movie_title': '센과 치히로의 행방불명', 'movie_rating': 4.5}, {'movie_code': 'mdBzNnP', 'movie_title': '어벤져스: 엔드게임', 'movie_rating': 3.0}, {'movie_code': 'm15GKp5', 'movie_title': '레옹', 'movie_rating': 3.5}, {'movie_code': 'mO2p7x5', 'movie_title': '인터스텔라', 'movie_rating': 3.5}, {'movie_code': 'mLOPKgW', 'movie_title': '트루먼 쇼', 'movie_rating': 3.5}]",[]
zNM5N0XoGq26j,"[{'movie_code': 'mOPV7VD', 'movie_title': '인비저블맨', 'movie_rating': 5.0}, {'movie_code': 'm5Q9Zg8', 'movie_title': '조커', 'movie_rating': 5.0}, {'movie_code': 'mNdKBkO', 'movie_title': '쇼생크 탈출', 'movie_rating': 5.0}, {'movie_code': 'mV539wO', 'movie_title': '인생은 아름다워', 'movie_rating': 5.0}, {'movie_code': 'mW4L2XW', 'movie_title': '인셉션', 'movie_rating': 5.0}, {'movie_code': 'mJOVXR5', 'movie_title': '다크 나이트', 'movie_rating': 5.0}, {'movie_code': 'm5DGP37', 'movie_title': '가버나움', 'movie_rating': 5.0}, {'movie_code': 'mJ5x8x5', 'movie_title': '타이타닉', 'movie_rating': 5.0}, {'movie_code': 'mdRL4eL', 'movie_title': '기생충', 'movie_rating': 5.0}, {'movie_code': 'mO2x9k5', 'movie_title': '어바웃 타임', 'movie_rating': 5.0}]","[{'code': 'mWq1ag2', 'title': '반쪽의 이야기', 'year': 2020, 'genres': ['코미디', '드라마', '로맨스'], 'ratings_avg': 3.7}, {'code': 'mdKD6KY', 'title': '댄저 클로즈 : 롱탄 대전투', 'year': 2019, 'genres': ['액션', '드라마', '전쟁'], 'ratings_avg': 3.4}, {'code': 'm5QA6GD', 'title': '테넷', 'year': 2020, 'genres': ['액션', 'SF'], 'ratings_avg': 4.0}, {'code': 'mdREYev', 'title': '라 트라비아타', 'year': 2019, 'genres': ['공연실황'], 'ratings_avg': 3.9}, {'code': 'mWzyBrD', 'title': '신비한 동물사전 3', 'year': 2020, 'genres': ['가족', '판타지'], 'ratings_avg': 3.9}, {'code': 'mWvqk9E', 'title': '바빌론', 'year': 2021, 'genres': ['드라마'], 'ratings_avg': 2.9}, {'code': 'm5x1lMq', 'title': '미안해요, 리키', 'year': 2019, 'genres': ['드라마'], 'ratings_avg': 4.0}, {'code': 'm5Q9ZMR', 'title': '터미네이터: 다크 페이트', 'year': 2019, 'genres': ['액션', '모험', 'SF'], 'ratings_avg': 3.5}, {'code': 'mdja2ZN', 'title': '아이리시맨', 'year': 2019, 'genres': ['범죄', '드라마'], 'ratings_avg': 3.9}, {'code': 'm5r3G2E', 'title': '이터널스', 'year': 2020, 'genres': ['액션', '드라마', '판타지'], 'ratings_avg': 3.0}]"
6ADvG6gBdqzZl,"[{'movie_code': 'm5Q9Zg8', 'movie_title': '조커', 'movie_rating': 3.0}, {'movie_code': 'm5Q9ZMR', 'movie_title': '터미네이터: 다크 페이트', 'movie_rating': 2.5}, {'movie_code': 'mNdKBkO', 'movie_title': '쇼생크 탈출', 'movie_rating': 5.0}, {'movie_code': 'mOVvmZp', 'movie_title': '메멘토', 'movie_rating': 3.5}, {'movie_code': 'mV539wO', 'movie_title': '인생은 아름다워', 'movie_rating': 4.0}, {'movie_code': 'mW4L2XW', 'movie_title': '인셉션', 'movie_rating': 5.0}, {'movie_code': 'mJOVXR5', 'movie_title': '다크 나이트', 'movie_rating': 5.0}, {'movie_code': 'm5DGP37', 'movie_title': '가버나움', 'movie_rating': 3.0}, {'movie_code': 'mJ5x8x5', 'movie_title': '타이타닉', 'movie_rating': 3.0}, {'movie_code': 'mdRL4eL', 'movie_title': '기생충', 'movie_rating': 4.0}]","[{'code': 'mWvNnyW', 'title': '영역', 'year': 1981, 'genres': [], 'ratings_avg': 4.0}, {'code': 'm5m1X4A', 'title': '루킹 포 랭스턴', 'year': 1989, 'genres': ['드라마'], 'ratings_avg': 3.7}, {'code': 'mOPYBwd', 'title': '사랑해 사랑해', 'year': 1968, 'genres': ['로맨스', '드라마'], 'ratings_avg': 3.9}, {'code': 'mdjDGlW', 'title': '거울', 'year': 1975, 'genres': ['드라마'], 'ratings_avg': 4.0}, {'code': 'm5roj3W', 'title': '희생', 'year': 1986, 'genres': ['드라마'], 'ratings_avg': 4.0}, {'code': 'mmObXa5', 'title': '노스탤지아', 'year': 1983, 'genres': ['드라마'], 'ratings_avg': 4.0}, {'code': 'mOl28l5', 'title': '자유의 환상', 'year': 1974, 'genres': ['드라마', '코미디'], 'ratings_avg': 4.0}, {'code': 'mdj37r5', 'title': '쾌락', 'year': 1952, 'genres': ['드라마'], 'ratings_avg': 4.0}, {'code': 'mM5r1Vd', 'title': '석류의 빛깔', 'year': 1968, 'genres': ['드라마'], 'ratings_avg': 3.9}, {'code': 'm45nDYO', 'title': '욕망의 모호한 대상', 'year': 1977, 'genres': ['드라마'], 'ratings_avg': 3.9}]"
YMKqm2p7lvloD,"[{'movie_code': 'mOPV7VD', 'movie_title': '인비저블맨', 'movie_rating': 3.5}, {'movie_code': 'mWq1ag2', 'movie_title': '반쪽의 이야기', 'movie_rating': 3.5}, {'movie_code': 'm5QA6GD', 'movie_title': '테넷', 'movie_rating': 3.5}, {'movie_code': 'm5Q9Zg8', 'movie_title': '조커', 'movie_rating': 4.5}, {'movie_code': 'm5x1lMq', 'movie_title': '미안해요, 리키', 'movie_rating': 5.0}, {'movie_code': 'm5Q9ZMR', 'movie_title': '터미네이터: 다크 페이트', 'movie_rating': 3.0}, {'movie_code': 'mNdKBkO', 'movie_title': '쇼생크 탈출', 'movie_rating': 3.0}, {'movie_code': 'mV539wO', 'movie_title': '인생은 아름다워', 'movie_rating': 3.0}, {'movie_code': 'mW4L2XW', 'movie_title': '인셉션', 'movie_rating': 2.0}, {'movie_code': 'mJOVXR5', 'movie_title': '다크 나이트', 'movie_rating': 4.0}]","[{'code': 'm5Y6ajR', 'title': '코스모스', 'year': 1980, 'genres': ['다큐멘터리'], 'ratings_avg': 4.4}, {'code': 'mO0gZ9x', 'title': '레미제라블 25주년 런던 라이브 공연', 'year': 2010, 'genres': ['드라마'], 'ratings_avg': 4.3}, {'code': 'mNdKazW', 'title': '사탄탱고', 'year': 1994, 'genres': ['드라마'], 'ratings_avg': 4.2}, {'code': 'mOVPqMN', 'title': '김복동', 'year': 2019, 'genres': ['다큐멘터리'], 'ratings_avg': 4.1}, {'code': 'm5nwAkk', 'title': '라스트 선라이즈', 'year': 2019, 'genres': ['모험', '드라마', '로맨스', 'SF', '스릴러', '재난'], 'ratings_avg': 3.2}, {'code': 'mWy4nk5', 'title': '절멸의 천사', 'year': 1962, 'genres': ['판타지', '드라마', '코미디'], 'ratings_avg': 4.1}, {'code': 'm85XM3W', 'title': '하나 그리고 둘', 'year': 2000, 'genres': ['드라마'], 'ratings_avg': 4.1}, {'code': 'mOk6LPg', 'title': '어른이 되면', 'year': 2018, 'genres': ['다큐멘터리'], 'ratings_avg': 4.0}, {'code': 'mOoMKP5', 'title': '사형수 탈출하다', 'year': 1956, 'genres': ['드라마', '스릴러'], 'ratings_avg': 4.1}, {'code': 'm5nQ7nd', 'title': '데어 윌 비 블러드', 'year': 2007, 'genres': ['드라마'], 'ratings_avg': 4.1}]"
