user_code,title,movie_code,content_type,genres,year
7gdxd4739xGYJ,아워즈,mWpmmGa,movies,"['스릴러', '재난', '드라마']",2013
7gdxd4739xGYJ,까미유 끌로델,mmObZRO,movies,['드라마'],1988
7gdxd4739xGYJ,"베로니카, 죽기로 결심하다",mQO8rj5,movies,"['드라마', '로맨스']",2009
7gdxd4739xGYJ,볼륨을 높여라,mQO8Nb5,movies,"['드라마', '코미디']",1990
7gdxd4739xGYJ,사랑 후에 남겨진 것들,mJOVA1W,movies,"['로맨스', '드라마']",2008
7gdxd4739xGYJ,세션: 이 남자가 사랑하는 법,m53LELW,movies,['드라마'],2012
7gdxd4739xGYJ,더 울프 오브 월 스트리트,m5DpxB5,movies,"['범죄', '드라마']",2013
7gdxd4739xGYJ,디스트릭트 9,mOgBAAW,movies,"['SF', '스릴러']",2009
7gdxd4739xGYJ,지브리와 신비한 미야자키,m5Yw3lO,movies,['다큐멘터리'],2005
7gdxd4739xGYJ,"키리쿠, 키리쿠",mOg3vMO,movies,"['애니메이션', '가족']",2005
7gdxd4739xGYJ,키리쿠 앤 더 멘 앤 위민,mOARmPd,movies,['애니메이션'],2012
7gdxd4739xGYJ,이프 온리,m45nPDO,movies,"['코미디', '드라마', '판타지', '로맨스']",2004
7gdxd4739xGYJ,그래도 내가 하지 않았어,mqW9p15,movies,['드라마'],2006
7gdxd4739xGYJ,타이페이 카페 스토리,mObX4a5,movies,"['드라마', '로맨스']",2010
7gdxd4739xGYJ,비포 미드나잇,mOlgreW,movies,"['드라마', '로맨스']",2013
7gdxd4739xGYJ,원 데이,md7x8N5,movies,"['드라마', '로맨스']",2011
7gdxd4739xGYJ,노트북,mJOVBZO,movies,"['로맨스', '드라마']",2004
7gdxd4739xGYJ,워터 드랍스 온 버닝 락,m2WyKMd,movies,['드라마'],2000
7gdxd4739xGYJ,크레이지 하트,mOAwZP5,movies,"['로맨스', '드라마']",2009
7gdxd4739xGYJ,타락천사,m6dRlrW,movies,"['드라마', '로맨스']",1995
7gdxd4739xGYJ,"혜화,동",mNdKk1d,movies,['드라마'],2010
7gdxd4739xGYJ,로리타,md7KYBd,movies,"['범죄', '드라마', '로맨스', '성인']",1962
7gdxd4739xGYJ,좋지 아니한가,mAd7ZkO,movies,"['코미디', '드라마', '가족']",2007
7gdxd4739xGYJ,세비지 그레이스,moW4xYW,movies,['드라마'],2007
7gdxd4739xGYJ,렛 미 인,m5m1335,movies,"['드라마', '공포', '판타지']",2010
7gdxd4739xGYJ,브로드웨이를 쏴라,mNdK075,movies,['코미디'],1994
7gdxd4739xGYJ,매치 포인트,mqW98B5,movies,"['드라마', '로맨스', '스릴러']",2005
7gdxd4739xGYJ,플라이트 93,mv5aDd4,movies,['드라마'],2006
7gdxd4739xGYJ,코알라,m53yQLO,movies,['드라마'],2013
7gdxd4739xGYJ,내가 사는 피부,mdRw4L5,movies,"['스릴러', '드라마']",2011
7gdxd4739xGYJ,릴리 슈슈의 모든 것,mBOk6gW,movies,['드라마'],2001
7gdxd4739xGYJ,여섯 개의 시선,mOknjpW,movies,"['드라마', '코미디']",2003
7gdxd4739xGYJ,죠스,mWyJerO,movies,"['공포', '모험', '드라마', '스릴러']",1975
7gdxd4739xGYJ,황비홍 3 - 사왕쟁패,m5Qqqk5,movies,['액션'],1993
7gdxd4739xGYJ,뉴 이어스 데이,myWq8K5,movies,['드라마'],2000
7gdxd4739xGYJ,사랑을 위하여,mOPom7W,movies,"['로맨스', '드라마']",1991
7gdxd4739xGYJ,더 코브: 슬픈 돌고래의 진실,m5ZX3VO,movies,['다큐멘터리'],2009
7gdxd4739xGYJ,잘 알지도 못하면서,m45nQ9d,movies,"['드라마', '로맨스']",2008
7gdxd4739xGYJ,아르마딜로,mOkEQw5,movies,"['다큐멘터리', '전쟁']",2010
7gdxd4739xGYJ,8명의 여인들,m6dRmyO,movies,"['스릴러', '범죄', '드라마', '코미디', '미스터리']",2002
7gdxd4739xGYJ,비지터,m5Y6gXW,movies,"['드라마', '코미디']",2007
7gdxd4739xGYJ,델마와 루이스,m1WwKGW,movies,['드라마'],1991
7gdxd4739xGYJ,비브르 사 비,m45n8kO,movies,['드라마'],1962
7gdxd4739xGYJ,아주르와 아스마르,mP5mZBW,movies,"['애니메이션', '모험', '가족', '판타지']",2006
7gdxd4739xGYJ,이블 데드,mWwBx35,movies,['공포'],1981
7gdxd4739xGYJ,시저는 죽어야 한다,mOA6XXd,movies,['드라마'],2012
7gdxd4739xGYJ,양들의 침묵,mOo01Ld,movies,"['드라마', '범죄', '공포', '스릴러']",1991
7gdxd4739xGYJ,노 맨스 랜드,mO8ZRG5,movies,"['드라마', '전쟁', '코미디']",2001
7gdxd4739xGYJ,짐승의 끝,mOkvaQW,movies,"['판타지', '미스터리', '공포', '스릴러']",2010
7gdxd4739xGYJ,센스 앤 센서빌리티,mWLj43d,movies,"['드라마', '로맨스', '시대극']",1995
7gdxd4739xGYJ,아담스 패밀리 2,mWLjazd,movies,"['코미디', '판타지']",1993
7gdxd4739xGYJ,우리가 꿈꾸는 기적: 인빅터스,mBOklwd,movies,"['스포츠', '드라마']",2009
7gdxd4739xGYJ,긴급 명령,m5QK0RO,movies,"['액션', '드라마', '스릴러']",1994
7gdxd4739xGYJ,세라핀,my5YLwd,movies,['드라마'],2008
7gdxd4739xGYJ,고 녀석 맛나겠다,m5D00R5,movies,"['애니메이션', '가족', '모험', '드라마']",2010
7gdxd4739xGYJ,베이브,m5ZwmLW,movies,"['스포츠', '드라마']",1992
7gdxd4739xGYJ,하트비트,m5xMQlW,movies,"['드라마', '로맨스']",2010
7gdxd4739xGYJ,야반가성,mDWvJ3W,movies,"['드라마', '로맨스']",1994
7gdxd4739xGYJ,히셔,m5xwG3d,movies,"['코미디', '범죄', '드라마']",2010
7gdxd4739xGYJ,이유없는 반항,mY5Qp8d,movies,['드라마'],1955
7gdxd4739xGYJ,톨스토이의 마지막 인생,moW4QRO,movies,"['드라마', '로맨스']",2009
7gdxd4739xGYJ,영원한 제국,m5eJbgW,movies,"['시대극', '미스터리']",1995
7gdxd4739xGYJ,내츄럴,m5nYM3d,movies,"['드라마', '스포츠']",1984
7gdxd4739xGYJ,아이 킬드 마이 마더,m5X0NN5,movies,"['드라마', '로맨스']",2009
7gdxd4739xGYJ,메리 포핀스,moW4nld,movies,"['드라마', '코미디']",1964
7gdxd4739xGYJ,하드 캔디,mO1EVwO,movies,"['드라마', '스릴러']",2005
7gdxd4739xGYJ,일루셔니스트,mO1JbLd,movies,"['애니메이션', '판타지']",2010
7gdxd4739xGYJ,최후의 생존자,m5XlPB5,movies,"['액션', '드라마']",1973
7gdxd4739xGYJ,내가 고백을 하면,mOlgPnW,movies,"['드라마', '로맨스']",2012
7gdxd4739xGYJ,나우 이즈 굿,mWyg9kd,movies,"['드라마', '로맨스']",2012
7gdxd4739xGYJ,더 도어,m5QKlkO,movies,"['드라마', '미스터리', 'SF', '스릴러']",2009
7gdxd4739xGYJ,칵테일,mOPR9X5,movies,"['드라마', '로맨스']",1988
7gdxd4739xGYJ,"미안해, 고마워",m5avzNW,movies,['드라마'],2011
7gdxd4739xGYJ,파라노이드 파크,mjO0215,movies,"['드라마', '스릴러']",2007
7gdxd4739xGYJ,미이라,mYdEa0d,movies,"['액션', '모험', '판타지']",1999
7gdxd4739xGYJ,지킬 앤 하이드,mWpjA4d,movies,"['드라마', '스릴러']",2011
Mr95nJBED5ZPG,이 투 마마,m2djDoW,movies,['드라마'],2001
Mr95nJBED5ZPG,원더풀 데이즈,mdEwjgW,movies,"['애니메이션', '액션', '드라마']",2003
Mr95nJBED5ZPG,성냥팔이 소녀의 재림,mAd7qNW,movies,"['판타지', '액션']",2002
Mr95nJBED5ZPG,안드로메디아,m5Yymw5,movies,"['로맨스', '드라마', '범죄']",1998
Mr95nJBED5ZPG,저지 드레드,m5XM44W,movies,"['액션', '범죄', 'SF', '스릴러']",1995
Mr95nJBED5ZPG,블랙 매직 M-66,m5QMEJ5,movies,"['액션', '애니메이션', '스릴러']",1987
Mr95nJBED5ZPG,매기스 플랜,mW93Zn8,movies,"['코미디', '드라마', '로맨스']",2015
Mr95nJBED5ZPG,유리정원,m5eJ0pR,movies,"['미스터리', '드라마']",2017
Mr95nJBED5ZPG,당신보다 그것이 좋아,m5mnZAW,movies,[],1986
Mr95nJBED5ZPG,소공녀,m5m1KM7,movies,['드라마'],2017
Mr95nJBED5ZPG,딥 블루,mOk98Q5,movies,['다큐멘터리'],2003
Mr95nJBED5ZPG,미스 리프리젠테이션,mWqoaKd,movies,['다큐멘터리'],2011
Mr95nJBED5ZPG,레지던트 이블,m15GDpW,movies,"['액션', 'SF', '공포']",2002
Mr95nJBED5ZPG,집오리와 들오리의 코인로커,mOkvL8W,movies,"['미스터리', '드라마']",2007
Mr95nJBED5ZPG,거미의 눈,mW46Ved,movies,['범죄'],1998
Mr95nJBED5ZPG,프라이드 드래곤 피쉬,mOPy3ad,movies,"['드라마', '범죄']",1993
Mr95nJBED5ZPG,하나가타미,mWwQ1n7,movies,['드라마'],2017
Mr95nJBED5ZPG,라비린스 오브 시네마,mW42alq,movies,"['전쟁', '판타지', '드라마']",2019
Mr95nJBED5ZPG,베르세르크 황금시대편 1—패왕의 알,mO8RDj5,movies,"['액션', '애니메이션']",2011
Mr95nJBED5ZPG,베르세르크 황금시대편 2—도루도레이 공략,mdRvGDd,movies,"['애니메이션', '판타지', '액션']",2012
Mr95nJBED5ZPG,베르세르크 황금시대편 3—강림,mWyB9VO,movies,"['판타지', '애니메이션', '액션', '모험']",2012
Mr95nJBED5ZPG,서스페리아 1977,mOoalm5,movies,['공포'],1977
Mr95nJBED5ZPG,걸캅스,m533Q1j,movies,"['코미디', '액션', '범죄']",2018
Mr95nJBED5ZPG,우주인 조안,mWz36m4,movies,['SF'],2020
Mr95nJBED5ZPG,이퀄스,mdjaLA9,movies,"['드라마', '로맨스', 'SF']",2015
Mr95nJBED5ZPG,세버그,m5ewMvK,movies,"['스릴러', '드라마']",2019
Mr95nJBED5ZPG,"안녕, 용문객잔",m5Xr3LO,movies,"['드라마', '코미디']",2003
Mr95nJBED5ZPG,디자이너,m533Nzq,movies,"['코미디', '드라마', '판타지']",2017
Mr95nJBED5ZPG,은하철도의 밤,mOlBqA5,movies,"['판타지', '애니메이션']",1985
Mr95nJBED5ZPG,매트릭스 리비지티드,m5egMZO,movies,['다큐멘터리'],2001
Mr95nJBED5ZPG,업스트림 컬러,mOkwjEO,movies,['드라마'],2013
Mr95nJBED5ZPG,프리머,mOlkgQW,movies,['스릴러'],2004
Mr95nJBED5ZPG,프리다의 그해 여름,mW93M1Z,movies,"['드라마', '가족']",2017
Mr95nJBED5ZPG,부력,m5QAkG7,movies,"['드라마', '범죄']",2019
Mr95nJBED5ZPG,옆 구르기,mOAZvml,movies,[],2014
Mr95nJBED5ZPG,괴짜들의 로맨스,mOPVNBP,movies,"['로맨스', '코미디']",2020
Mr95nJBED5ZPG,덕 어먹,m5ZXZVR,movies,['애니메이션'],1953
Mr95nJBED5ZPG,마음 세탁소,mdM4Z6o,movies,"['드라마', '코미디']",2018
Mr95nJBED5ZPG,아나콘다,m5XMa4W,movies,"['액션', '모험', '공포', '스릴러']",1997
Mr95nJBED5ZPG,여고생이다,mWzwZgP,movies,['드라마'],2007
Mr95nJBED5ZPG,곰이 나에게,md6YzLA,movies,['드라마'],2009
Mr95nJBED5ZPG,내가 죽던 날,m5ekQR9,movies,['드라마'],2019
Mr95nJBED5ZPG,사쿠란,mO1VEod,movies,"['드라마', '시대극']",2007
Mr95nJBED5ZPG,마카담 스토리,mW4Le9e,movies,"['코미디', '드라마']",2015
Mr95nJBED5ZPG,메기,mOPoG8D,movies,"['코미디', '드라마', '미스터리']",2018
Mr95nJBED5ZPG,텔 잇 투 더 비즈,m5rwjnD,movies,"['드라마', '로맨스']",2018
Mr95nJBED5ZPG,아웃 - 이반 검열 두 번째 이야기,mOlrpN5,movies,['다큐멘터리'],2007
Mr95nJBED5ZPG,이반 검열,m5NV4ka,movies,"['다큐멘터리', '드라마']",2005
Mr95nJBED5ZPG,어떤 알고리즘,mdjaMxa,movies,['드라마'],2017
Mr95nJBED5ZPG,나의 레즈비언 언니,mOAZMal,movies,['드라마'],2017
Mr95nJBED5ZPG,그들의 사랑,m5XMExB,movies,"['로맨스', '드라마']",2015
Mr95nJBED5ZPG,마돈나의 댄서들,m5m1XJB,movies,['다큐멘터리'],2015
Mr95nJBED5ZPG,고양이 집회,mWwBBw3,movies,['애니메이션'],2007
Mr95nJBED5ZPG,토니 모리슨: 더 피시즈 아이 엠,m5rwLo3,movies,['다큐멘터리'],2019
Mr95nJBED5ZPG,해리포터와 죽음의 성물 2,mOAD1EW,movies,"['판타지', '미스터리', '드라마', '모험', '액션']",2011
Mr95nJBED5ZPG,Hour of the Star,mWvVGGb,movies,['드라마'],1985
Mr95nJBED5ZPG,시몬느 베이유를 만나다,mdjA7oO,movies,['다큐멘터리'],2010
Mr95nJBED5ZPG,타임루프 : 벗어날 수 없는,m5m1K0m,movies,"['판타지', '공포', 'SF', '스릴러']",2017
Mr95nJBED5ZPG,8과 1/2 우먼,mOgL0gd,movies,"['드라마', '코미디']",1999
Mr95nJBED5ZPG,스펀,md6YMXO,movies,"['드라마', '범죄', '코미디']",2002
Mr95nJBED5ZPG,레이크 오브 파이어,m5r6EV5,movies,['다큐멘터리'],2006
Mr95nJBED5ZPG,변형 시간의 의례,mOV3aZd,movies,[],1946
Mr95nJBED5ZPG,윗치스 크래들,mWyJQek,movies,[],1944
Mr95nJBED5ZPG,밤의 눈,m5Qqakl,movies,[],1958
Mr95nJBED5ZPG,폭력에 대한 명상,mObGrAa,movies,['다큐멘터리'],1948
Mr95nJBED5ZPG,뭍에서,mOo0GZP,movies,[],1944
Mr95nJBED5ZPG,젊은 영혼의 반란,m5ezq9W,movies,['드라마'],1991
Mr95nJBED5ZPG,Stud Life,mOPmKa7,movies,"['드라마', '로맨스']",2012
Mr95nJBED5ZPG,초콜릿 베이비,m5X1XLW,movies,['드라마'],1997
Mr95nJBED5ZPG,Man Made,m5xw9Gj,movies,['다큐멘터리'],2018
Mr95nJBED5ZPG,Jewel's Catch One,m53Npyl,movies,['다큐멘터리'],2016
Mr95nJBED5ZPG,더 페이버릿: 여왕의 여자,mOgB16n,movies,"['드라마', '역사']",2018
Mr95nJBED5ZPG,더 운드,mOo0wGm,movies,"['드라마', '로맨스']",2017
Mr95nJBED5ZPG,린 다 케브라다 이야기,mdjawxD,movies,['다큐멘터리'],2018
Mr95nJBED5ZPG,속삭임으로부터,m5eDmZd,movies,[],2008
Mr95nJBED5ZPG,품지,m5333aj,movies,[],2009
Mr95nJBED5ZPG,"라피키, 친구",mWyJawY,movies,['드라마'],2018
Mr95nJBED5ZPG,풀어헤쳐진 말들,m5XmQNW,movies,['다큐멘터리'],1990
Mr95nJBED5ZPG,불꽃 속에 태어나서,mWJyAmx,movies,"['판타지', '드라마', '코미디']",1983
Mr95nJBED5ZPG,인 블룸,m5nQp9X,movies,['드라마'],2013
Mr95nJBED5ZPG,더 패스,m5DGMxe,movies,['드라마'],2016
Mr95nJBED5ZPG,여고괴담 두번째 이야기,mOP7LYW,movies,"['공포', '틴에이저', '드라마']",1999
Mr95nJBED5ZPG,상은: 너에게 중독되다,m5aV9mp,movies,['로맨스'],2016
Mr95nJBED5ZPG,금지옥엽 2,m5Xw34d,movies,"['로맨스', '코미디']",1996
Mr95nJBED5ZPG,코끼리는 그 곳에 있어,m5m1wRD,movies,['드라마'],2018
Mr95nJBED5ZPG,끝과 시작,mdKlmV5,movies,"['로맨스', '드라마']",2013
Mr95nJBED5ZPG,어느 여름날 밤에,mWyJ7V1,movies,['드라마'],2016
Mr95nJBED5ZPG,나나,m2djbwd,movies,['드라마'],2005
Mr95nJBED5ZPG,그리고 삶은 계속된다,mWJnoLW,movies,"['모험', '드라마']",1991
Mr95nJBED5ZPG,한심해서 죄송합니다.,md6YrK0,movies,"['애니메이션', '단편']",2017
Mr95nJBED5ZPG,젠더블렌드,m5DPDPB,movies,['다큐멘터리'],2017
Mr95nJBED5ZPG,삼사라,m536Jpd,movies,['다큐멘터리'],2011
Mr95nJBED5ZPG,프레데터,m5eJZyW,movies,"['액션', '모험', 'SF', '스릴러']",1987
Mr95nJBED5ZPG,13층,mOPolaW,movies,"['미스터리', 'SF', '스릴러']",1999
Mr95nJBED5ZPG,혁신의 데스크 소차니,mWzwyA1,movies,['다큐멘터리'],2016
Mr95nJBED5ZPG,거울 속으로,m5Dw4Rd,movies,['공포'],2003
Mr95nJBED5ZPG,고양이 케디,mWJyoYn,movies,['다큐멘터리'],2016
Mr95nJBED5ZPG,세이빙 페이스,m5GXRNW,movies,"['로맨틱코미디', '드라마', '로맨스']",2004
Mr95nJBED5ZPG,벌새,m5DGrlR,movies,['드라마'],2018
j4PxO3pAoxp0Q,남매의 여름밤,mWw3Bq3,movies,"['드라마', '가족']",2019
j4PxO3pAoxp0Q,졸업,mqW9kZd,movies,"['코미디', '드라마', '로맨스']",1967
j4PxO3pAoxp0Q,사마에게,m5r3GPJ,movies,"['다큐멘터리', '전쟁']",2019
j4PxO3pAoxp0Q,콜드 워,mWpmb1g,movies,"['드라마', '역사', '음악', '로맨스']",2018
j4PxO3pAoxp0Q,월요일이 사라졌다,mOl4x7g,movies,"['액션', '모험', '범죄', '판타지', '미스터리', 'SF', '스릴러', '드라마']",2017
j4PxO3pAoxp0Q,그랑블루,m533vp5,movies,"['모험', '드라마', '스포츠']",1988
j4PxO3pAoxp0Q,미스 슬로운,md76JgM,movies,"['스릴러', '드라마']",2016
j4PxO3pAoxp0Q,윈드 리버,mOk60yQ,movies,"['범죄', '드라마', '미스터리', '스릴러']",2017
j4PxO3pAoxp0Q,이창,mO0BKX5,movies,"['미스터리', '로맨스', '스릴러']",1954
j4PxO3pAoxp0Q,보리 vs 매켄로,mOgBjBg,movies,"['드라마', '스포츠']",2017
j4PxO3pAoxp0Q,공작,mdRLQZ4,movies,['드라마'],2018
j4PxO3pAoxp0Q,바이스,mW93rel,movies,"['코미디', '드라마']",2018
j4PxO3pAoxp0Q,배드 지니어스,mO2MNlx,movies,"['범죄', '드라마', '스릴러', '코미디']",2017
j4PxO3pAoxp0Q,남극의 쉐프,m5rQmod,movies,['드라마'],2009
j4PxO3pAoxp0Q,더 포스트,mOk6oAk,movies,"['스릴러', '드라마', '역사']",2017
j4PxO3pAoxp0Q,와이키키 브라더스,mwWLw05,movies,"['드라마', '음악']",2001
j4PxO3pAoxp0Q,살인마 잭의 집,m5DG367,movies,"['범죄', '드라마', '공포']",2018
j4PxO3pAoxp0Q,페인 앤 글로리,m5DPDV6,movies,['드라마'],2019
j4PxO3pAoxp0Q,이케아 옷장에서 시작된 특별난 여행,m5ekBD9,movies,"['모험', '코미디', '드라마']",2018
j4PxO3pAoxp0Q,잃어버린 도시 Z,mO862b5,movies,"['모험', '드라마', '역사']",2016
j4PxO3pAoxp0Q,이민자,m5noakW,movies,"['드라마', '로맨스']",2013
j4PxO3pAoxp0Q,판타스틱 플래닛,mW92JjO,movies,"['애니메이션', '공포']",1973
j4PxO3pAoxp0Q,마터스: 천국을 보는 눈,mdMw34W,movies,['공포'],2008
j4PxO3pAoxp0Q,가버나움,m5DGP37,movies,['드라마'],2018
j4PxO3pAoxp0Q,아이 인 더 스카이,m5DGKb0,movies,"['드라마', '스릴러', '전쟁']",2015
j4PxO3pAoxp0Q,택시,mWvk6pr,movies,"['코미디', '드라마']",2015
j4PxO3pAoxp0Q,바르다가 사랑한 얼굴들,mW4L9wL,movies,['다큐멘터리'],2017
j4PxO3pAoxp0Q,로마,m5aVG6j,movies,['드라마'],2018
j4PxO3pAoxp0Q,"조제, 호랑이 그리고 물고기들",mgOAwG5,movies,"['로맨스', '드라마']",2003
j4PxO3pAoxp0Q,인 디 아일,mdRL42D,movies,['드라마'],2018
j4PxO3pAoxp0Q,컴 앤 씨,mWzxwZd,movies,"['전쟁', '드라마']",1985
j4PxO3pAoxp0Q,업그레이드,m5GXo8r,movies,"['액션', 'SF', '스릴러']",2018
j4PxO3pAoxp0Q,엄청나게 시끄럽고 믿을 수 없게 가까운,mW98x15,movies,['드라마'],2011
j4PxO3pAoxp0Q,리틀 포레스트: 여름과 가을,mO1VKeL,movies,['드라마'],2014
j4PxO3pAoxp0Q,마지막 황제,mOkN7QW,movies,"['시대극', '드라마']",1987
j4PxO3pAoxp0Q,용서받지 못한 자,m5epaZd,movies,"['서부극', '드라마', '범죄']",1992
j4PxO3pAoxp0Q,셰익스피어 인 러브,mBOk28W,movies,"['코미디', '드라마', '역사', '로맨스']",1998
j4PxO3pAoxp0Q,시카고,mYdEolW,movies,"['코미디', '음악', '범죄', '드라마']",2002
j4PxO3pAoxp0Q,보헤미안 랩소디,mWJyDKM,movies,['드라마'],2018
j4PxO3pAoxp0Q,다세포 소녀,mWqellW,movies,['로맨틱코미디'],2006
j4PxO3pAoxp0Q,우리들,mOo0P9a,movies,['드라마'],2015
j4PxO3pAoxp0Q,박쥐,mdjal9O,movies,"['로맨스', '스릴러']",2009
j4PxO3pAoxp0Q,쥬라기 공원,mYdEgbW,movies,"['모험', 'SF', '스릴러']",1993
j4PxO3pAoxp0Q,괴물,m5ZXjlO,movies,"['공포', '액션', '스릴러']",1982
j4PxO3pAoxp0Q,하나 그리고 둘,m85XM3W,movies,['드라마'],2000
j4PxO3pAoxp0Q,화양연화,my5YK3O,movies,"['로맨스', '드라마']",2000
j4PxO3pAoxp0Q,소공녀,m5m1KM7,movies,['드라마'],2017
j4PxO3pAoxp0Q,키즈 리턴,m6dRyVO,movies,"['범죄', '드라마', '스포츠']",1996
j4PxO3pAoxp0Q,태양의 제국,m2WyDN5,movies,"['전쟁', '드라마']",1987
j4PxO3pAoxp0Q,스탈린그라드: 최후의 전투,m1d6RAd,movies,"['드라마', '전쟁']",1993
j4PxO3pAoxp0Q,어 퓨 굿 맨,mM5rb35,movies,"['드라마', '스릴러']",1992
j4PxO3pAoxp0Q,박하사탕,m45n9dN,movies,['드라마'],1999
j4PxO3pAoxp0Q,패터슨,mO1VxYw,movies,['드라마'],2016
j4PxO3pAoxp0Q,제네시스: 세상의 소금,mdjaLK9,movies,"['다큐멘터리', '역사']",2014
j4PxO3pAoxp0Q,새벽의 7인,m5ro9RW,movies,"['전쟁', '드라마']",1975
j4PxO3pAoxp0Q,콜 미 바이 유어 네임,mW4LNQP,movies,"['드라마', '로맨스']",2017
j4PxO3pAoxp0Q,"아이, 토냐",mWyJwbr,movies,"['드라마', '스포츠']",2017
j4PxO3pAoxp0Q,다키스트 아워,mdBzJYA,movies,"['드라마', '역사']",2017
j4PxO3pAoxp0Q,갱스 오브 뉴욕,m45nl3O,movies,"['범죄', '드라마']",2002
j4PxO3pAoxp0Q,블레이드 러너 2049,m5ng0DW,movies,"['액션', '드라마', '미스터리', 'SF', '스릴러']",2017
j4PxO3pAoxp0Q,랜드 오브 마인,mWvkVyy,movies,"['전쟁', '드라마']",2015
j4PxO3pAoxp0Q,브레이크다운,mgOA3a5,movies,"['액션', '범죄', '스릴러']",1997
j4PxO3pAoxp0Q,원더 우먼,mdRLy8a,movies,"['전쟁', 'SF', '액션', '모험', '판타지']",2017
j4PxO3pAoxp0Q,마더!,m5DGM7y,movies,"['스릴러', '드라마', '공포', '미스터리']",2017
j4PxO3pAoxp0Q,데몰리션,m5NVKVY,movies,['드라마'],2015
j4PxO3pAoxp0Q,5일의 마중,mWqJevB,movies,"['드라마', '로맨스']",2014
j4PxO3pAoxp0Q,사일런스,mW4AqPO,movies,"['드라마', '역사']",2016
j4PxO3pAoxp0Q,토니 에드만,mOo0Qna,movies,"['코미디', '드라마']",2016
j4PxO3pAoxp0Q,에너미,mdK3bVd,movies,"['드라마', '미스터리']",2013
j4PxO3pAoxp0Q,아이 오리진스,m5xJ4Pr,movies,"['드라마', '로맨스', 'SF']",2014
j4PxO3pAoxp0Q,유스,mdjarBD,movies,"['코미디', '드라마', '음악', '로맨스']",2015
j4PxO3pAoxp0Q,아이 킬드 마이 마더,m5X0NN5,movies,"['드라마', '로맨스']",2009
j4PxO3pAoxp0Q,어나더 어스,mW49jXO,movies,"['드라마', '로맨스', 'SF']",2011
j4PxO3pAoxp0Q,카페 소사이어티,m5rQxJE,movies,"['드라마', '로맨스', '코미디']",2016
j4PxO3pAoxp0Q,원더풀 라이프,mO0gVLW,movies,"['판타지', '드라마']",1998
j4PxO3pAoxp0Q,당신은 아직 아무것도 보지 못했다,mW4RPgd,movies,['드라마'],2012
j4PxO3pAoxp0Q,파인딩 포레스터,mJOVQRW,movies,['드라마'],2000
j4PxO3pAoxp0Q,뜨거운 녀석들,m5NVlX5,movies,"['액션', '공포', '스릴러', '범죄', '코미디', '미스터리']",2007
j4PxO3pAoxp0Q,리스본행 야간열차,m5mgMzO,movies,"['미스터리', '로맨스', '스릴러']",2013
j4PxO3pAoxp0Q,헤이마,mO1AqPO,movies,[],2007
j4PxO3pAoxp0Q,춤추는 나의 베아트리체,mObADXW,movies,"['로맨스', '드라마']",2006
j4PxO3pAoxp0Q,펀치 드렁크 러브,mM5rDjO,movies,"['코미디', '드라마', '로맨스', '스릴러', '로맨틱코미디']",2002
j4PxO3pAoxp0Q,미 앤 유 앤 에브리원,mgOAXGW,movies,['드라마'],2005
j4PxO3pAoxp0Q,우리가 들려줄 이야기,md7qXkW,movies,['다큐멘터리'],2013
j4PxO3pAoxp0Q,커피와 담배,mWwBXQ5,movies,['드라마'],2003
j4PxO3pAoxp0Q,홀리 모터스,mdBYqkO,movies,"['드라마', '판타지']",2012
j4PxO3pAoxp0Q,로렌스 애니웨이,mWL603d,movies,"['드라마', '로맨스']",2012
j4PxO3pAoxp0Q,피아니스트 세이모어의 뉴욕 소네트,m5NVg18,movies,"['다큐멘터리', '음악']",2014
j4PxO3pAoxp0Q,침묵의 시선,m5nQ3q3,movies,"['다큐멘터리', '역사']",2014
j4PxO3pAoxp0Q,아가씨,m5xJngq,movies,"['시대극', '스릴러', '드라마']",2016
j4PxO3pAoxp0Q,캠프 엑스레이,mdMgwb4,movies,"['드라마', '전쟁']",2014
j4PxO3pAoxp0Q,클랜,mWzwZ4D,movies,"['스릴러', '범죄']",2015
j4PxO3pAoxp0Q,라스트 홈,mWvk10e,movies,['드라마'],2014
j4PxO3pAoxp0Q,4등,m5rQ9A7,movies,"['스포츠', '드라마']",2015
j4PxO3pAoxp0Q,코미디의 왕,mV53EwO,movies,"['드라마', '범죄', '코미디']",1983
j4PxO3pAoxp0Q,렛 미 인,m5m1335,movies,"['드라마', '공포', '판타지']",2010
j4PxO3pAoxp0Q,들개,m5rQQg7,movies,['드라마'],2013
j4PxO3pAoxp0Q,"헤일, 시저!",mWyJQ1y,movies,"['코미디', '드라마', '음악', '미스터리']",2016
j4PxO3pAoxp0Q,랜드 앤 프리덤,mLOPNl5,movies,"['전쟁', '드라마']",1995
6ewxa7oGmvQ1m,싱글라이더,m5eJyM9,movies,['드라마'],2016
6ewxa7oGmvQ1m,완벽한 타인,m5m1YNG,movies,"['코미디', '드라마']",2018
6ewxa7oGmvQ1m,화차,m5QbDRW,movies,['스릴러'],2012
6ewxa7oGmvQ1m,시카리오: 데이 오브 솔다도,m5aV1XN,movies,"['액션', '모험', '범죄', '드라마', '미스터리', '스릴러']",2018
6ewxa7oGmvQ1m,다키스트 아워,mdBzJYA,movies,"['드라마', '역사']",2017
6ewxa7oGmvQ1m,쓰리 빌보드,m5nQKYy,movies,"['범죄', '드라마']",2017
6ewxa7oGmvQ1m,마약왕,mOgBKEa,movies,"['범죄', '드라마']",2017
